PM2.5,PM10,NO2,SO2,CO,O3,AQI,AQI_Category
67.85,309.24,524.31,303.54,13.82,91.21,177,Unhealthy
50.08,204.57,276.28,130.8,10.37,82.09,105,Unhealthy for Sensitive Groups
148.06,293.05,384.38,189.86,13.11,89.98,151,Unhealthy
51.81,195.44,255.42,83.72,10.75,73.98,131,Unhealthy for Sensitive Groups
36.62,245.34,132.18,111.18,10.96,81.52,101,Unhealthy for Sensitive Groups
222.62,383.06,1031.92,525.98,25.18,193.59,216,Very Unhealthy
25.74,127.66,57.41,52.71,7.97,62.83,75,Moderate
26.91,78.67,79.04,57.88,7.45,55.76,75,Moderate
190.79,389.22,722.6,398.71,23.95,184.23,261,Very Unhealthy
26.51,133.52,65.93,54.78,4.62,58.18,98,Moderate
178.05,364.55,1057.97,316.7,25.35,180.92,214,Very Unhealthy
237.28,392.8,1164.83,305.83,28.34,189.55,246,Very Unhealthy
12.61,149.6,81.5,63.99,4.6,66.46,77,Moderate
1.13,0.75,52.84,33.71,0.55,34.14,19,Good
176.87,381.86,1053.96,478.73,20.25,141.3,252,Very Unhealthy
73.13,337.59,497.65,246.75,15.37,99.81,173,Unhealthy
320.25,543.86,1933.93,776.32,31.59,341.23,412,Hazardous
137.22,270.16,489.86,263.48,15.03,94.64,154,Unhealthy
90.99,260.96,507.76,219.32,12.93,88.6,196,Unhealthy
39.13,186.44,291.12,162.51,10.84,74.5,141,Unhealthy for Sensitive Groups
144.95,309.56,519.23,262.89,14.27,87.42,164,Unhealthy
77.25,305.03,397.5,229.27,15.34,90.5,172,Unhealthy
1.42,42.09,19.11,22.87,0.82,46.47,1,Good
178.67,404.21,790.54,552.71,27.56,140.78,269,Very Unhealthy
117.98,352.59,574.28,213.3,13.39,87.56,189,Unhealthy
35.98,247.06,355.99,92.95,10.74,82.45,150,Unhealthy for Sensitive Groups
47.28,186.88,253.4,75.4,10.95,73.0,126,Unhealthy for Sensitive Groups
42.76,168.92,349.44,103.15,9.4,79.04,126,Unhealthy for Sensitive Groups
3.46,22.28,32.41,18.01,3.0,42.02,32,Good
3.91,52.18,37.0,1.29,1.74,27.48,8,Good
221.02,411.18,751.07,575.31,28.52,133.14,247,Very Unhealthy
173.57,362.17,870.08,522.19,29.39,115.79,242,Very Unhealthy
16.93,121.19,96.14,58.27,8.14,69.23,60,Moderate
7.09,7.13,0.57,2.12,3.4,52.74,40,Good
0.53,29.98,45.02,2.97,1.02,19.78,19,Good
193.96,354.26,1028.34,463.12,23.75,163.29,228,Very Unhealthy
29.82,84.83,97.42,60.76,5.41,63.71,66,Moderate
45.22,166.69,338.96,122.67,10.9,76.34,148,Unhealthy for Sensitive Groups
200.64,412.14,855.7,528.62,19.99,113.64,282,Very Unhealthy
23.18,141.67,78.72,47.06,8.7,60.6,55,Moderate
32.77,83.63,93.25,74.49,5.72,66.22,57,Moderate
51.46,197.46,184.8,105.86,9.57,75.49,113,Unhealthy for Sensitive Groups
62.25,353.65,421.15,255.47,14.95,87.33,171,Unhealthy
30.91,145.32,88.69,69.1,7.94,61.03,96,Moderate
49.8,184.95,243.89,182.15,11.82,71.33,138,Unhealthy for Sensitive Groups
42.87,216.31,167.0,127.71,10.58,71.35,104,Unhealthy for Sensitive Groups
9.39,4.56,8.79,13.79,3.94,2.78,27,Good
6.78,16.76,50.14,6.57,3.45,13.78,24,Good
43.95,199.77,350.64,140.42,10.74,79.55,122,Unhealthy for Sensitive Groups
63.66,316.18,366.01,275.03,13.16,95.09,186,Unhealthy
1.24,34.18,40.92,15.93,2.57,35.25,4,Good
454.85,451.3,1444.98,798.22,47.33,235.68,392,Hazardous
45.25,253.94,142.17,76.37,10.96,79.94,101,Unhealthy for Sensitive Groups
174.37,419.52,1180.4,360.62,18.02,170.49,232,Very Unhealthy
382.25,425.82,1457.94,756.8,49.44,332.5,320,Hazardous
7.62,49.73,30.63,11.97,0.46,17.31,23,Good
222.44,383.14,713.61,361.23,24.5,124.36,288,Very Unhealthy
5.32,38.63,1.54,10.09,0.56,18.51,18,Good
3.37,41.25,15.48,11.58,3.42,2.85,40,Good
5.25,44.79,45.11,25.88,0.05,4.95,18,Good
52.51,215.77,321.07,138.69,11.97,72.29,119,Unhealthy for Sensitive Groups
22.99,106.75,79.36,36.24,7.64,69.16,71,Moderate
1.13,51.36,17.96,11.14,0.22,53.48,16,Good
189.38,415.92,1185.95,552.83,21.58,110.52,300,Very Unhealthy
24.94,65.07,68.83,61.4,5.72,57.62,53,Moderate
224.88,397.65,874.07,432.36,18.04,130.17,263,Very Unhealthy
9.44,24.51,37.61,23.51,3.78,14.86,4,Good
166.66,369.21,850.27,356.37,29.06,176.77,208,Very Unhealthy
23.86,146.33,73.3,35.89,6.0,64.97,83,Moderate
89.84,271.5,510.16,286.89,13.33,102.01,186,Unhealthy
123.52,299.95,474.72,213.02,13.94,99.48,164,Unhealthy
130.66,332.91,418.25,243.98,12.73,86.12,165,Unhealthy
15.58,122.13,66.87,65.15,8.48,69.87,59,Moderate
88.93,307.78,566.31,300.87,15.17,96.07,161,Unhealthy
31.27,97.88,62.47,35.48,4.57,67.8,58,Moderate
116.94,315.18,376.99,248.82,14.95,94.18,197,Unhealthy
42.93,206.53,214.89,151.57,11.77,83.72,124,Unhealthy for Sensitive Groups
53.54,247.95,228.84,163.44,11.75,72.16,117,Unhealthy for Sensitive Groups
264.26,494.7,1867.64,979.02,49.49,410.1,337,Hazardous
235.83,382.86,732.22,472.56,29.83,157.29,284,Very Unhealthy
168.96,356.79,981.9,365.26,19.82,168.8,289,Very Unhealthy
19.92,103.43,91.88,55.39,6.91,62.82,98,Moderate
24.94,150.06,99.26,35.87,5.05,66.35,52,Moderate
10.99,6.47,12.91,5.27,1.91,35.22,18,Good
50.95,187.64,186.25,114.19,11.8,75.81,148,Unhealthy for Sensitive Groups
140.99,343.88,625.98,300.45,13.2,98.45,184,Unhealthy
48.35,203.25,254.46,176.5,11.9,72.82,101,Unhealthy for Sensitive Groups
135.93,297.8,648.22,262.76,15.36,92.92,169,Unhealthy
44.44,181.46,187.75,128.18,11.88,75.51,139,Unhealthy for Sensitive Groups
209.52,402.26,954.63,397.65,29.97,117.65,252,Very Unhealthy
172.09,370.08,914.83,521.02,29.86,160.56,274,Very Unhealthy
8.6,24.99,42.39,19.65,2.87,41.81,5,Good
53.9,208.29,279.57,111.33,11.84,82.06,136,Unhealthy for Sensitive Groups
22.94,93.51,73.98,53.66,5.86,64.13,65,Moderate
5.27,52.48,48.68,26.65,1.4,24.75,28,Good
289.51,492.04,1442.21,709.02,49.77,239.9,491,Hazardous
327.36,446.4,1829.09,931.4,40.58,234.05,431,Hazardous
53.38,250.98,350.74,113.08,10.91,75.58,136,Unhealthy for Sensitive Groups
7.97,2.35,21.67,2.35,1.8,13.19,33,Good
33.33,104.58,99.37,52.79,7.95,59.87,98,Moderate
5.63,50.38,2.13,1.7,3.19,22.64,22,Good
199.88,369.79,803.38,577.96,17.97,189.04,282,Very Unhealthy
38.41,246.29,148.54,140.96,11.44,77.15,123,Unhealthy for Sensitive Groups
41.85,176.0,323.52,96.43,12.04,80.41,104,Unhealthy for Sensitive Groups
44.06,229.8,259.8,79.1,12.37,75.45,107,Unhealthy for Sensitive Groups
22.0,138.84,96.85,55.1,8.16,67.41,87,Moderate
8.36,2.81,34.34,31.39,4.2,34.82,13,Good
34.48,126.98,87.47,65.55,7.09,66.34,100,Moderate
237.91,412.6,1167.29,587.34,25.02,128.82,211,Very Unhealthy
36.45,179.72,256.21,109.62,12.32,71.82,124,Unhealthy for Sensitive Groups
25.08,100.38,82.45,36.69,5.38,63.57,88,Moderate
178.85,383.52,752.29,529.95,23.0,147.82,279,Very Unhealthy
30.65,78.08,63.85,53.2,6.57,56.04,59,Moderate
9.87,43.42,47.54,34.46,2.57,51.3,30,Good
30.3,75.31,78.65,55.88,4.84,56.61,64,Moderate
68.62,348.96,419.26,206.77,12.46,102.04,179,Unhealthy
22.79,104.53,61.87,48.95,8.22,67.04,57,Moderate
30.61,137.66,94.46,49.76,5.16,58.76,90,Moderate
9.96,41.81,40.43,6.59,4.19,44.45,40,Good
150.92,418.85,678.84,444.56,19.11,124.64,251,Very Unhealthy
286.93,564.27,1325.7,618.88,48.02,454.91,432,Hazardous
74.93,313.11,606.95,206.46,15.34,93.6,169,Unhealthy
248.38,379.5,805.78,443.11,24.4,186.43,234,Very Unhealthy
40.71,208.84,297.85,95.98,11.5,73.58,126,Unhealthy for Sensitive Groups
498.11,490.35,1479.0,967.17,39.14,325.58,373,Hazardous
49.19,191.91,266.65,154.06,11.55,71.85,147,Unhealthy for Sensitive Groups
235.87,365.53,1010.25,410.4,19.94,190.96,280,Very Unhealthy
24.98,71.64,98.05,42.07,8.43,59.32,79,Moderate
43.91,186.05,125.01,151.34,11.98,78.18,144,Unhealthy for Sensitive Groups
171.81,400.09,981.41,305.76,23.37,109.46,252,Very Unhealthy
37.01,164.08,137.07,139.37,12.11,72.24,127,Unhealthy for Sensitive Groups
75.91,304.3,622.93,283.62,13.92,98.95,185,Unhealthy
3.15,45.93,1.32,21.03,3.5,35.29,17,Good
162.17,392.47,1206.93,429.0,21.4,181.15,212,Very Unhealthy
72.13,295.57,558.85,187.41,13.59,88.11,189,Unhealthy
45.02,175.68,335.77,165.18,10.7,83.3,102,Unhealthy for Sensitive Groups
96.9,316.68,462.7,292.33,14.77,103.41,194,Unhealthy
54.44,224.44,178.47,177.67,12.28,83.15,114,Unhealthy for Sensitive Groups
1.68,3.59,41.56,20.66,1.67,29.27,24,Good
46.64,165.85,325.96,152.45,11.06,82.07,150,Unhealthy for Sensitive Groups
48.06,233.73,355.38,109.99,11.53,84.83,118,Unhealthy for Sensitive Groups
172.39,366.26,830.6,436.87,21.17,189.32,235,Very Unhealthy
80.18,342.46,613.5,243.78,13.05,95.11,180,Unhealthy
18.54,84.3,94.74,65.52,8.25,58.52,99,Moderate
4.25,26.38,1.92,17.14,2.62,40.48,38,Good
33.7,91.83,64.14,52.64,6.81,63.06,52,Moderate
39.52,199.79,170.17,79.73,11.78,71.8,132,Unhealthy for Sensitive Groups
1.29,50.29,4.46,24.9,2.36,1.88,29,Good
26.99,133.3,86.5,53.56,6.47,68.08,67,Moderate
470.35,513.76,2022.39,874.94,32.18,420.45,385,Hazardous
2.89,6.58,23.75,14.49,3.3,21.22,19,Good
13.17,77.83,68.54,45.54,4.87,60.75,83,Moderate
225.77,366.21,1129.15,369.74,20.55,187.55,277,Very Unhealthy
50.46,157.99,281.53,139.92,9.56,83.46,134,Unhealthy for Sensitive Groups
42.63,252.13,338.18,154.25,9.41,79.4,126,Unhealthy for Sensitive Groups
13.46,74.06,97.23,72.17,5.67,63.09,78,Moderate
219.2,371.2,1177.21,393.44,28.31,164.54,225,Very Unhealthy
31.95,97.0,72.22,41.11,5.18,59.95,67,Moderate
67.32,336.77,616.54,191.22,13.13,90.67,180,Unhealthy
2.05,39.68,36.45,10.94,1.3,53.97,46,Good
81.02,304.03,596.1,202.93,14.84,103.12,165,Unhealthy
166.84,416.71,1243.84,551.99,29.13,123.22,210,Very Unhealthy
11.54,34.69,27.18,10.48,2.3,9.06,47,Good
14.47,130.0,99.32,46.18,8.17,65.85,94,Moderate
5.54,20.18,11.96,33.57,0.58,41.18,2,Good
37.12,228.78,156.05,137.18,9.46,83.31,132,Unhealthy for Sensitive Groups
33.41,101.94,75.01,35.87,6.1,67.42,67,Moderate
12.89,143.47,67.16,41.0,4.47,60.28,83,Moderate
52.9,195.04,206.52,95.77,11.26,73.96,129,Unhealthy for Sensitive Groups
7.8,25.97,19.73,15.15,3.72,6.04,2,Good
92.61,265.88,524.02,273.62,12.74,97.01,187,Unhealthy
9.1,16.25,34.78,27.21,0.22,48.19,13,Good
123.03,279.0,496.35,285.23,14.27,89.74,152,Unhealthy
4.9,9.43,25.13,20.12,0.1,32.95,5,Good
5.39,20.79,16.67,27.72,2.18,6.25,23,Good
14.23,94.74,80.27,47.49,6.49,61.93,96,Moderate
183.28,389.0,716.37,331.55,29.66,195.52,240,Very Unhealthy
43.57,218.32,283.59,89.58,11.09,71.87,114,Unhealthy for Sensitive Groups
3.19,28.95,48.82,5.44,0.2,43.07,38,Good
